user_id,name,email,password_hash,role,branch_id,department,mobile,cross_branch,client_id,vendor_id,status
USR-0110,Amit Pawar,amit.pawar.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-012,Finance,+91 98471 42426,FALSE,,,Active
USR-0111,Pooja Chauhan,pooja.chauhan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-002,Finance,+91 98877 36135,FALSE,,,Active
USR-0112,Rahul More,rahul.more@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-005,Finance,+91 98918 15658,FALSE,,,Suspended
USR-0113,Deepak Jha,deepak.jha@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-007,Finance,+91 98968 78296,FALSE,,,Active
USR-0114,Arif Kamble,arif.kamble@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,HR Manager,BR-018,Human Resources,+91 98051 22993,FALSE,,,Active
USR-0115,Kiran Agrawal,kiran.agrawal@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,HR Manager,BR-003,Human Resources,+91 98220 69717,FALSE,,,Active
USR-0116,Yogesh Agrawal,yogesh.agrawal@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,HR Manager,BR-017,Human Resources,+91 98594 99239,FALSE,,,Active
USR-0117,Imran More,imran.more@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,HR Manager,BR-014,Human Resources,+91 98765 38237,FALSE,,,Suspended
USR-0118,Poonam More,poonam.more.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-007,Operations,+91 98008 16940,FALSE,,,Active
USR-0119,Rajesh Sai,rajesh.sai@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-009,Operations,+91 98742 56325,FALSE,,,Active
USR-0120,Pooja Khan,pooja.khan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-006,Operations,+91 98149 71705,FALSE,,,Suspended
USR-0121,Deepak Patil,deepak.patil@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98385 35167,FALSE,,,Suspended
USR-0122,Prakash Sai,prakash.sai@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-004,Operations,+91 98449 52363,FALSE,,,Suspended
USR-0123,Nitin Yadav,nitin.yadav@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-001,Operations,+91 98829 99465,FALSE,,,Active
USR-0124,Ravi Bhosale,ravi.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-003,Operations,+91 98026 78993,FALSE,,,Suspended
USR-0125,Suresh Chauhan,suresh.chauhan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98699 95979,FALSE,,,Active
USR-0126,Gopal Mehta,gopal.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-010,Operations,+91 98265 18604,FALSE,,,Active
USR-0127,Sanjay Malhotra,sanjay.malhotra@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-004,Operations,+91 98058 10289,FALSE,,,Active
USR-0128,Alok Rathod,alok.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-006,Operations,+91 98123 75176,FALSE,,,Active
USR-0129,Nandini Bhosale,nandini.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-017,Operations,+91 98177 88155,FALSE,,,Active
USR-0130,Vikram Dubey,vikram.dubey@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-018,Operations,+91 98832 74603,FALSE,,,Active
USR-0131,Jitendra Wankhede,jitendra.wankhede@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98666 71346,FALSE,,,Active
USR-0132,Vikram Chauhan,vikram.chauhan.2@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-012,Operations,+91 98529 55423,FALSE,,,Active
USR-0133,Kiran Pawar,kiran.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-012,Operations,+91 98577 27686,FALSE,,,Suspended
USR-0134,Kishor Khan,kishor.khan.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98722 10929,FALSE,,,Active
USR-0135,Gopal Patel,gopal.patel@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98295 52693,FALSE,,,Active
USR-0136,Jignesh More,jignesh.more@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-001,Operations,+91 98875 10231,FALSE,,,Suspended
USR-0137,Rohit Verma,rohit.verma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-005,Operations,+91 98249 82716,FALSE,,,Active
USR-0138,Nitin Sahu,nitin.sahu@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-015,Operations,+91 98520 62700,FALSE,,,Active
USR-0139,Bhavna Yadav,bhavna.yadav@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-013,Operations,+91 98616 39644,FALSE,,,Suspended
USR-0140,Sunita Shaikh,sunita.shaikh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-001,Operations,+91 98226 54746,FALSE,,,Active
USR-0141,Snehal Rathod,snehal.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98708 83197,FALSE,,,Active
USR-0142,Tarun Joshi,tarun.joshi@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-012,Operations,+91 98738 49374,FALSE,,,Active
USR-0143,Bhavna Rathod,bhavna.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-018,Operations,+91 98521 29484,FALSE,,,Active
USR-0144,Priya Kulkarni,priya.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98343 20449,FALSE,,,Active
USR-0145,Jignesh Chavan,jignesh.chavan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-011,Operations,+91 98913 39163,FALSE,,,Active
USR-0146,Anil Sharma,anil.sharma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-006,Operations,+91 98995 62222,FALSE,,,Active
USR-0147,Ganesh Mehta,ganesh.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-010,Operations,+91 98737 71987,FALSE,,,Suspended
USR-0148,Jignesh Gupta,jignesh.gupta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-013,Operations,+91 98271 95181,FALSE,,,Active
