pod_id,lr_no,cn_no,client_id,branch_id,uploaded_by,file_name,upload_dt,status
POD-0212,LR-8750,CN-90750,CUST-0015,BR-009,Imran Singh,POD_8750.jpg,2026-08-14 10:00:00,Approved
POD-0213,LR-8751,CN-90751,CUST-0178,BR-008,Sanjay Khan,POD_8751.pdf,2026-07-15 12:00:00,Approved
POD-0214,LR-8753,CN-90753,CUST-0208,BR-009,Nandini Gupta,POD_8753.jpg,2026-08-19 05:00:00,Verified
POD-0215,LR-8754,CN-90754,CUST-0144,BR-005,Jaspreet Bhosale,POD_8754.jpg,2026-08-19 06:00:00,Verified
POD-0216,LR-8755,CN-90755,CUST-0193,BR-016,Anil Verma,POD_8755.jpg,2026-08-19 11:00:00,Verified
POD-0217,LR-8757,CN-90757,CUST-0007,BR-001,Pooja Kulkarni,POD_8757.jpg,2026-08-04 03:00:00,Approved
POD-0218,LR-8758,CN-90758,CUST-0120,BR-004,Yogesh Kale,POD_8758.jpg,2026-08-10 08:00:00,Verified
POD-0219,LR-8759,CN-90759,CUST-0195,BR-015,Raghunath Jha,POD_8759.jpg,2026-07-26 08:00:00,Approved
POD-0220,LR-8760,CN-90760,CUST-0184,BR-013,Ramesh Malhotra,POD_8760.jpg,2026-08-19 04:00:00,Uploaded
POD-0221,LR-8761,CN-90761,CUST-0056,BR-005,Santosh Pawar,POD_8761.jpg,2026-08-29 09:00:00,Approved
POD-0222,LR-8762,CN-90762,CUST-0019,BR-010,Imran Sinha,POD_8762.jpg,2026-08-07 08:00:00,Approved
POD-0223,LR-8763,CN-90763,CUST-0114,BR-006,Prakash Mehta,POD_8763.pdf,2026-08-08 03:00:00,Approved
POD-0224,LR-8764,CN-90764,CUST-0049,BR-016,Imran Shaikh,POD_8764.pdf,2026-08-07 02:00:00,Verified
POD-0225,LR-8766,CN-90766,CUST-0131,BR-004,Imran Singh,POD_8766.jpg,2026-08-14 09:00:00,Uploaded
POD-0226,LR-8767,CN-90767,CUST-0119,BR-011,,,,Pending
POD-0227,LR-8769,CN-90769,CUST-0160,BR-015,Anil Sinha,POD_8769.jpg,2026-08-21 03:00:00,Verified
POD-0228,LR-8770,CN-90770,CUST-0154,BR-011,,,,Pending
POD-0229,LR-8772,CN-90772,CUST-0105,BR-001,Neha Deshmukh,POD_8772.jpg,2026-07-26 05:00:00,Uploaded
POD-0230,LR-8773,CN-90773,CUST-0121,BR-010,Rajesh Malhotra,POD_8773.jpg,2026-08-01 09:00:00,Uploaded
POD-0231,LR-8774,CN-90774,CUST-0006,BR-012,Rajesh Nair,POD_8774.jpg,2026-08-09 07:00:00,Verified
POD-0232,LR-8775,CN-90775,CUST-0160,BR-015,Ramesh Verma,POD_8775.jpg,2026-07-15 04:00:00,Approved
POD-0233,LR-8777,CN-90777,CUST-0067,BR-004,Mahesh Yadav,POD_8777.pdf,2026-07-16 11:00:00,Approved
POD-0234,LR-8778,CN-90778,CUST-0157,BR-006,Lata Sai,POD_8778.jpg,2026-08-17 05:00:00,Uploaded
POD-0235,LR-8779,CN-90779,CUST-0002,BR-014,Jaspreet Bhosale,POD_8779.jpg,2026-07-06 03:00:00,Verified
POD-0236,LR-8780,CN-90780,CUST-0017,BR-013,Vikram Khan,POD_8780.pdf,2026-08-19 09:00:00,Verified
POD-0237,LR-8781,CN-90781,CUST-0116,BR-010,Rajesh Malhotra,POD_8781.pdf,2026-08-28 10:00:00,Uploaded
POD-0238,LR-8782,CN-90782,CUST-0050,BR-014,Anil Sinha,POD_8782.jpg,2026-08-18 12:00:00,Uploaded
POD-0239,LR-8783,CN-90783,CUST-0061,BR-011,Suresh Khan,POD_8783.jpg,2026-08-20 02:00:00,Uploaded
POD-0240,LR-8785,CN-90785,CUST-0061,BR-011,Vikas Dubey,POD_8785.jpg,2026-08-26 06:00:00,Verified
POD-0241,LR-8786,CN-90786,CUST-0209,BR-011,Lata Kulkarni,POD_8786.jpg,2026-08-02 01:00:00,Verified
POD-0242,LR-8787,CN-90787,CUST-0073,BR-004,Tarun Rathod,POD_8787.jpg,2026-07-17 11:00:00,Approved
POD-0243,LR-8788,CN-90788,CUST-0205,BR-001,Lata Kulkarni,POD_8788.pdf,2026-08-06 12:00:00,Approved
POD-0244,LR-8790,CN-90790,CUST-0120,BR-004,Sanjay Kulkarni,POD_8790.pdf,2026-07-22 08:00:00,Approved
POD-0245,LR-8791,CN-90791,CUST-0172,BR-013,,,,Pending
POD-0246,LR-8792,CN-90792,CUST-0169,BR-008,Vikram Gupta,POD_8792.pdf,2026-08-06 11:00:00,Approved
POD-0247,LR-8793,CN-90793,CUST-0195,BR-015,Imran Shaikh,POD_8793.jpg,2026-08-12 09:00:00,Verified
POD-0248,LR-8794,CN-90794,CUST-0038,BR-005,Ramesh Verma,POD_8794.pdf,2026-08-14 11:00:00,Approved
POD-0249,LR-8795,CN-90795,CUST-0203,BR-008,Lata Kulkarni,POD_8795.jpg,2026-08-02 02:00:00,Approved
POD-0250,LR-8796,CN-90796,CUST-0082,BR-012,Suresh Khan,POD_8796.jpg,2026-07-25 12:00:00,Approved
POD-0251,LR-8797,CN-90797,CUST-0063,BR-016,Sanjay Khan,POD_8797.jpg,2026-08-17 10:00:00,Approved
POD-0252,LR-8798,CN-90798,CUST-0146,BR-013,Yogesh Jha,POD_8798.pdf,2026-07-28 12:00:00,Approved
POD-0253,LR-8800,CN-90800,CUST-0096,BR-010,Farida Chavan,POD_8800.jpg,2026-07-10 11:00:00,Approved
POD-0254,LR-8801,CN-90801,CUST-0136,BR-010,Sameer Verma,POD_8801.jpg,2026-07-17 04:00:00,Uploaded
POD-0255,LR-8802,CN-90802,CUST-0047,BR-007,Jaspreet Bhosale,POD_8802.jpg,2026-07-25 09:00:00,Uploaded
POD-0256,LR-8803,CN-90803,CUST-0048,BR-005,Yogesh Kale,POD_8803.jpg,2026-08-20 10:00:00,Approved
POD-0257,LR-8804,CN-90804,CUST-0100,BR-007,Jaspreet Bhosale,POD_8804.jpg,2026-08-29 03:00:00,Verified
POD-0258,LR-8806,CN-90806,CUST-0056,BR-005,Anil Verma,POD_8806.jpg,2026-08-07 08:00:00,Approved
POD-0259,LR-8807,CN-90807,CUST-0080,BR-012,Rohit Wankhede,POD_8807.jpg,2026-08-18 11:00:00,Approved
POD-0260,LR-8808,CN-90808,CUST-0083,BR-009,Ravi Mehta,POD_8808.jpg,2026-08-15 05:00:00,Approved
POD-0261,LR-8809,CN-90809,CUST-0013,BR-012,Ramesh Malhotra,POD_8809.pdf,2026-08-22 09:00:00,Verified
POD-0262,LR-8810,CN-90810,CUST-0063,BR-016,Tarun Patel,POD_8810.jpg,2026-08-09 12:00:00,Approved
POD-0263,LR-8811,CN-90811,CUST-0206,BR-011,Lata Sai,POD_8811.jpg,2026-07-24 02:00:00,Approved
POD-0264,LR-8812,CN-90812,CUST-0103,BR-011,Mahesh Yadav,POD_8812.jpg,2026-08-26 12:00:00,Verified
POD-0265,LR-8813,CN-90813,CUST-0170,BR-014,Farida Chavan,POD_8813.jpg,2026-07-30 12:00:00,Approved
POD-0266,LR-8814,CN-90814,CUST-0064,BR-010,Nandini Gupta,POD_8814.pdf,2026-07-29 08:00:00,Approved
POD-0267,LR-8815,CN-90815,CUST-0105,BR-001,Prakash Mehta,POD_8815.pdf,2026-08-12 01:00:00,Approved
